Solution;6.000000;Problem size; 5;Time; 0.000360
Solution;20.000000;Problem size; 10;Time; 0.001192
Solution;36.000000;Problem size; 15;Time; 0.002978
Solution;88.000000;Problem size; 20;Time; 0.004564
Solution;132.000000;Problem size; 25;Time; 0.006542
Solution;176.000000;Problem size; 30;Time; 0.006282
Solution;266.000000;Problem size; 35;Time; 0.009357
Solution;294.000000;Problem size; 40;Time; 0.011001
Solution;438.000000;Problem size; 45;Time; 0.014111
Solution;618.000000;Problem size; 50;Time; 0.016463
Solution;770.000000;Problem size; 55;Time; 0.028915
Solution;930.000000;Problem size; 60;Time; 0.025593
Solution;1002.000000;Problem size; 65;Time; 0.028600
Solution;1356.000000;Problem size; 70;Time; 0.035489
Solution;1510.000000;Problem size; 75;Time; 0.043038
Solution;1620.000000;Problem size; 80;Time; 0.039865
Solution;1852.000000;Problem size; 85;Time; 0.049409
Solution;1960.000000;Problem size; 90;Time; 0.059072
Solution;2402.000000;Problem size; 95;Time; 0.056665
Solution;2540.000000;Problem size; 100;Time; 0.069190
Solution;3282.000000;Problem size; 105;Time; 0.068847
Solution;3258.000000;Problem size; 110;Time; 0.100300
Solution;3792.000000;Problem size; 115;Time; 0.098978
Solution;3574.000000;Problem size; 120;Time; 0.090273
Solution;4024.000000;Problem size; 125;Time; 0.097903
Solution;5128.000000;Problem size; 130;Time; 0.115243
Solution;5530.000000;Problem size; 135;Time; 0.126278
Solution;4566.000000;Problem size; 140;Time; 0.151537
Solution;5750.000000;Problem size; 145;Time; 0.135478
Solution;7066.000000;Problem size; 150;Time; 0.145395
Solution;6766.000000;Problem size; 155;Time; 0.150534
Solution;6994.000000;Problem size; 160;Time; 0.154847
Solution;7492.000000;Problem size; 165;Time; 0.180674
Solution;7566.000000;Problem size; 170;Time; 0.182811
Solution;8616.000000;Problem size; 175;Time; 0.196641
Solution;9600.000000;Problem size; 180;Time; 0.199578
Solution;10150.000000;Problem size; 185;Time; 0.222807
Solution;10334.000000;Problem size; 190;Time; 0.231283
Solution;10242.000000;Problem size; 195;Time; 0.236896
Solution;11216.000000;Problem size; 200;Time; 0.243876
Solution;10.000000;Problem size; 5;Time; 0.000062
Solution;38.000000;Problem size; 10;Time; 0.000184
Solution;92.000000;Problem size; 15;Time; 0.000242
Solution;188.000000;Problem size; 20;Time; 0.000446
Solution;250.000000;Problem size; 25;Time; 0.000593
Solution;348.000000;Problem size; 30;Time; 0.000837
Solution;372.000000;Problem size; 35;Time; 0.001421
Solution;544.000000;Problem size; 40;Time; 0.001686
Solution;746.000000;Problem size; 45;Time; 0.001845
Solution;824.000000;Problem size; 50;Time; 0.003367
Solution;906.000000;Problem size; 55;Time; 0.004024
Solution;1286.000000;Problem size; 60;Time; 0.003241
Solution;1532.000000;Problem size; 65;Time; 0.005684
Solution;1460.000000;Problem size; 70;Time; 0.004801
Solution;2100.000000;Problem size; 75;Time; 0.005050
Solution;2470.000000;Problem size; 80;Time; 0.006029
Solution;2270.000000;Problem size; 85;Time; 0.007677
Solution;2506.000000;Problem size; 90;Time; 0.013024
Solution;3140.000000;Problem size; 95;Time; 0.009037
Solution;3182.000000;Problem size; 100;Time; 0.009062
Solution;3540.000000;Problem size; 105;Time; 0.009836
Solution;4124.000000;Problem size; 110;Time; 0.014916
Solution;4238.000000;Problem size; 115;Time; 0.013104
Solution;5482.000000;Problem size; 120;Time; 0.012871
Solution;5058.000000;Problem size; 125;Time; 0.016383
Solution;5784.000000;Problem size; 130;Time; 0.015569
Solution;6742.000000;Problem size; 135;Time; 0.017105
Solution;6924.000000;Problem size; 140;Time; 0.021234
Solution;6684.000000;Problem size; 145;Time; 0.029885
Solution;6900.000000;Problem size; 150;Time; 0.045888
Solution;7990.000000;Problem size; 155;Time; 0.022483
Solution;9590.000000;Problem size; 160;Time; 0.025941
Solution;8460.000000;Problem size; 165;Time; 0.025946
Solution;9950.000000;Problem size; 170;Time; 0.027600
Solution;9836.000000;Problem size; 175;Time; 0.031930
Solution;11044.000000;Problem size; 180;Time; 0.030137
Solution;10576.000000;Problem size; 185;Time; 0.033324
Solution;11596.000000;Problem size; 190;Time; 0.042984
Solution;12418.000000;Problem size; 195;Time; 0.033258
Solution;13524.000000;Problem size; 200;Time; 0.039041
